Theravāda,Theravāda,Theravāda,Mahāsaṁghika,Mahāsaṁghika,Mahāsaṁghika,Mahāsaṁghika,Lokuttaravāda,Lokuttaravāda,Mahīśāsaka,Mahīśāsaka,Dharmaguptaka,Dharmaguptaka,Dharmaguptaka,Dharmaguptaka,Sarvāstivāda,Sarvāstivāda,Sarvāstivāda,Sarvāstivāda,Sarvāstivāda,Mūlasarvāstivāda,Mūlasarvāstivāda,Mūlasarvāstivāda,Mūlasarvāstivāda,Mūlasarvāstivāda,Mūlasarvāstivāda,Mūlasarvāstivāda,Kāśyapīya,Upāliparipṛcchā,Qizil,Bhikkhu Pātimokkha (unknown school)
Pali,Pali,Pali,Chinese,Chinese,Sanskrit,Sanskrit,Sanskrit,Sanskrit,Chinese,Chinese,Chinese,Chinese,Prakrit,Prakrit,Chinese,Chinese,Sanskrit,Sanskrit,Sanskrit,Chinese,Chinese,Sanskrit,Sanskrit,Sanskrit,Tibetan,Tibetan,Chinese,Sanskrit,Sanskrit,Prakrit
Bhikkhunī,Bhikkhu,Kandhaka,Bhikkhunī,Bhikkhu,Bhikkhunī,Bhikkhu,Bhikkhunī,Bhikkhu,Bhikkhunī,Bhikkhu,Bhikkhunī,Bhikkhu,Bhikkhunī,Bhikkhu,Bhikkhunī,Bhikkhu,Bhikkhunī,Bhikkhu,Śikṣamānā,Bhikkhunī,Bhikkhu,Bhikkhunī,Bhikkhu,Kandhaka,Bhikkhunī,Bhikkhu,Bhikkhu,Bhikkhu,Bhikkhu,Bhikkhu
pli-tv-bi,pli-tv-bu,pli-tv-kd,lzh-mg-bi,lzh-mg-bu,san-mg-bi,san-mg-bu,san-lo-bi,san-lo-bu,lzh-mi-bi,lzh-mi-bu,lzh-dg-bi,lzh-dg-bu,pgd-dg-bi,pgd-dg-bu,lzh-sarv-bi,lzh-sarv-bu,san-sarv-bi,san-sarv-bu,san-sarv-sm,lzh-mu-bi,lzh-mu-bu,san-mu-bi,san-mu-bu,san-mu-kd,xct-mu-bi,xct-mu-bu,lzh-ka-bu,lzh-upp-bu,san-bu-pm,pgd-pm-bf13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pm-np16; vb-np16,,,pm-np16; vb-np16,,pm-np16,,pm-np16,,pm-np26; vb-np26,,pm-2-np16; pm-np16; vb-np16,,,,pm-2-np16; pm-np16; vb-np16,,pm-finot-np16; pm-tf11-np16,,,pm-np16; vb-np16,,pm-gbm3-np16; pm-mpt-np16,,,pm-np16; vb-np16,pm-np16,np16,qizil-np16,
,pm-np17; vb-np17,,,pm-np17; vb-np17,,pm-np17,,pm-np17,,pm-np27; vb-np27,,pm-2-np17; pm-np17; vb-np17,,,,pm-2-np17; pm-np17; vb-np17,,pm-finot-np17; pm-tf11-np17,,,pm-np17; vb-np17,,pm-gbm3-np17; pm-mpt-np17,,,pm-np17; vb-np17,pm-np17,np17,,
pm-np21; vb-np21,pm-np18; vb-np18,22#15~; 22#67~,pm-np4; vb-np4,pm-np18; vb-np18,,pm-np18,vb-np4,pm-np18,pm-np18; vb-np18,pm-np30; vb-np30,pm-np9; vb-np9,pm-2-np18; pm-np18; vb-np18,,,pm-dh-np9; pm-np9; vb-np9,pm-2-np18; pm-np18; vb-np18,,pm-finot-np18; pm-tf11-np18,,pm-np11; vb-np11,pm-np18; vb-np18,,pm-gbm3-np18; pm-mpt-np18,,pm-np11; vb-np11,pm-np18; vb-np18,pm-np20,np18,,
pm-np23; vb-np23,pm-np20; vb-np20,,pm-np5; vb-np5,pm-np19; vb-np19,,pm-np19,vb-np5,pm-np19,pm-np16; vb-np16,pm-np28; vb-np28,pm-np11; vb-np11,pm-2-np20; pm-np20; vb-np20,,,pm-dh-np11; pm-np11; vb-np11,pm-2-np20; pm-np20; vb-np20,,pm-finot-np20; pm-tf11-np20,,pm-np13; vb-np13,pm-np20; vb-np20,,pm-gbm3-np20; pm-mpt-np20,,pm-np13; vb-np13,pm-np20; vb-np20,pm-np18,np20,,
pm-np22; vb-np22,pm-np19; vb-np19,,pm-np25; vb-np25,pm-np20; vb-np20,,pm-np20,vb-np25,pm-np20,pm-np17; vb-np17,pm-np29; vb-np29,pm-np10; vb-np10,pm-2-np19; pm-np19; vb-np19,,,pm-dh-np10; pm-np10; vb-np10,pm-2-np19; pm-np19; vb-np19,,pm-finot-np19; pm-tf11-np19,,pm-np12; vb-np12,pm-np19; vb-np19,,pm-gbm3-np19; pm-mpt-np19,,pm-np12; vb-np12,pm-np19; vb-np19,pm-np19,np19,,
,pm-np21; vb-np21,,pm-np21; vb-np21,pm-np21; vb-np21,,pm-np21,vb-np21,pm-np21,,pm-np20; vb-np20,,pm-2-np21; pm-np21; vb-np21,,,,pm-2-np21; pm-np21; vb-np21,,pm-finot-np21; pm-tf11-np21,,,pm-np21; vb-np21,,pm-gbm3-np21; pm-mpt-np21,,,pm-np21; vb-np21,pm-np21,np21,,
pm-np24; vb-np24,pm-np22; vb-np22,,pm-np22; vb-np22,pm-np22; vb-np22,,pm-np22,vb-np22,pm-np22,pm-np15; vb-np15,pm-np19; vb-np19,pm-np12; vb-np12,pm-2-np22; pm-np22; vb-np22,,,pm-dh-np12; pm-np12; vb-np12,pm-2-np22; pm-np22; vb-np22,,pm-finot-np22; pm-tf11-np22,,pm-np14; vb-np14,pm-np22; vb-np22,,pm-gbm3-np22; pm-mpt-np22,,pm-np14; vb-np14,pm-np22; vb-np22,pm-np22,np22,,
pm-np25; vb-np25,pm-np23; vb-np23,6#43-#49,pm-np23; vb-np23,pm-np23; vb-np23,,pm-np23,vb-np23,pm-np23,pm-np13; vb-np13,pm-np15; vb-np15,pm-np16; vb-np16,pm-2-np26; pm-np26; vb-np26,,,pm-dh-np18; pm-np18; vb-np18,pm-2-np30; pm-np30; vb-np30,pm-tf3215-np18,pm-finot-np30; pm-tf11-np30,,pm-np19; vb-np19,pm-np30; vb-np30,,pm-gbm3-np30; pm-mpt-np30,,pm-np19; vb-np19,pm-np30; vb-np30,pm-np30,np30,,
pm-np26; vb-np26,pm-np25; vb-np25,,pm-np24; vb-np24,pm-np24; vb-np24,,pm-np24,vb-np24,pm-np24,pm-np11; vb-np11,pm-np13; vb-np13,pm-np15; vb-np15,pm-2-np25; pm-np25; vb-np25,,,pm-dh-np15; pm-np15; vb-np15,pm-2-np25; pm-np25; vb-np25,pm-tf3215-np15,pm-finot-np25; pm-tf11-np25,,pm-np17; vb-np17,pm-np25; vb-np25,,pm-gbm3-np25; pm-mpt-np25,,pm-np17; vb-np17,pm-np25; vb-np25,pm-np25,np25,,
,pm-np24; vb-np24,,,pm-np25; vb-np25,,pm-np25,,pm-np25,,pm-np17; vb-np17,,pm-2-np27; pm-np27; vb-np27,,,,pm-2-np28; pm-np28; vb-np28,,pm-finot-np26; pm-tf11-np26,,,pm-np28; vb-np28,,pm-gbm3-np28; pm-mpt-np28,,,pm-np28; vb-np28,pm-np27,np28,,
pm-np27; vb-np27,pm-np26; vb-np26,,pm-np26; vb-np26,pm-np26; vb-np26,,pm-np26,vb-np26,pm-np26,pm-np9; vb-np9,pm-np11; vb-np11,pm-np13; vb-np13,pm-2-np23; pm-np23; vb-np23,,,pm-dh-np13; pm-np13; vb-np13,pm-2-np23; pm-np23; vb-np23,,pm-finot-np23; pm-tf11-np23,,pm-np15; vb-np15,pm-np23; vb-np23,,pm-gbm3-np23; pm-mpt-np23,,pm-np15; vb-np15,pm-np23; vb-np23,pm-np23,np23,,
pm-np28; vb-np28,pm-np27; vb-np27,,pm-np27; vb-np27,pm-np27; vb-np27,,pm-np27,vb-np27,pm-np27,pm-np10; vb-np10,pm-np12; vb-np12,pm-np14; vb-np14,pm-2-np24; pm-np24; vb-np24,,,pm-dh-np14; pm-np14; vb-np14,pm-2-np24; pm-np24; vb-np24,pm-tf3215-np14,pm-finot-np24; pm-tf11-np24,,pm-np16; vb-np16,pm-np24; vb-np24,,pm-gbm3-np24; pm-mpt-np24,,pm-np16; vb-np16,pm-np24; vb-np24,pm-np24,np24,,
pm-np29; vb-np29,pm-np28; vb-np28,,pm-np28; vb-np28,pm-np28; vb-np28,,pm-np28,vb-np28,pm-np28,pm-np14; vb-np14,pm-np18; vb-np18,pm-np17; vb-np17,pm-2-np28; pm-np28; vb-np28,,,pm-dh-np16; pm-np16; vb-np16,pm-2-np27; pm-np27; vb-np27,pm-tf3215-np16,pm-finot-np28; pm-tf11-np27,,,pm-np27; vb-np27,,pm-gbm3-np26; pm-mpt-np27,,,pm-np26; vb-np26,pm-np28,np27,,
,pm-np29; vb-np29,,,pm-np29; vb-np29,,pm-np29,,pm-np29,,pm-np16; vb-np16,,pm-2-np29; pm-np29; vb-np29,,,,pm-2-np26; pm-np26; vb-np26,,pm-finot-np27; pm-tf11-np28,,,pm-np26; vb-np26,,pm-gbm3-np27; pm-mpt-np26,,,pm-np27; vb-np27,pm-np26,np26,,
pm-np30; vb-np30,pm-np30; vb-np30,,pm-np30; vb-np30,pm-np30; vb-np30,,pm-np30,vb-np30,pm-np30,pm-np12; vb-np12,pm-np14; vb-np14,pm-np18; vb-np18,pm-2-np30; pm-np30; vb-np30,,,pm-dh-np17; pm-np17; vb-np17,pm-2-np29; pm-np29; vb-np29,pm-tf3215-np17,pm-finot-np29; pm-tf11-np29,,pm-np18; vb-np18,pm-np29; vb-np29,,pm-gbm3-np29; pm-mpt-np29,,pm-np18; vb-np18,pm-np29; vb-np29,pm-np29,np29,,
pm-pc97; vb-pc97,pm-pc1; vb-pc1,,pm-pc1; vb-pc1,pm-pc1; vb-pc1,,pm-pc1,vb-pc1,pm-pc1,pm-pc1; vb-pc1,pm-pc1; vb-pc1,pm-pc1; vb-pc1,pm-2-pc1; pm-pc1; vb-pc1,,,pm-dh-pc1; pm-pc1; vb-pc1,pm-2-pc1; pm-pc1; vb-pc1,,pm-finot-pc1; pm-tf11-pc1,,pm-pc1; vb-pc1,pm-pc1; vb-pc1,,pm-gbm3-pc1; pm-mpt-pc1,,pm-pc1; vb-pc1,pm-pc1; vb-pc1,pm-pc1,pc1,,
pm-pc98; vb-pc98,pm-pc2; vb-pc2,,pm-pc2; vb-pc2,pm-pc2; vb-pc2,,pm-pc2,vb-pc2,pm-pc2,pm-pc2; vb-pc2,pm-pc2; vb-pc2,pm-pc2; vb-pc2,pm-2-pc2; pm-pc2; vb-pc2,,,pm-dh-pc2; pm-pc2; vb-pc2,pm-2-pc2; pm-pc2; vb-pc2,,pm-finot-pc2; pm-tf11-pc2,,pm-pc2; vb-pc2,pm-pc2; vb-pc2,,pm-gbm3-pc2; pm-mpt-pc2,,pm-pc2; vb-pc2,pm-pc2; vb-pc2,pm-pc3,pc2,,
pm-pc99; vb-pc99,pm-pc3; vb-pc3,,pm-pc3; vb-pc3,pm-pc3; vb-pc3,,pm-pc3,vb-pc3,pm-pc3,pm-pc3; vb-pc3,pm-pc3; vb-pc3,pm-pc3; vb-pc3,pm-2-pc3; pm-pc3; vb-pc3,,,pm-dh-pc3; pm-pc3; vb-pc3,pm-2-pc3; pm-pc3; vb-pc3,,pm-finot-pc3; pm-tf11-pc3,,pm-pc3; vb-pc3,pm-pc3; vb-pc3,,pm-gbm3-pc3; pm-mpt-pc3,,pm-pc3; vb-pc3,pm-pc3; vb-pc3,pm-pc2,pc3,,
pm-pc144; vb-pc144,pm-pc63; vb-pc63,,pm-pc4; vb-pc4,pm-pc4; vb-pc4,,pm-pc4,vb-pc4,pm-pc4,pm-pc5; vb-pc5,pm-pc4; vb-pc4,pm-pc50; vb-pc50,pm-2-pc66; pm-pc66; vb-pc66,,pm-pc66,pm-dh-pc4; pm-pc4; vb-pc4,pm-2-pc4; pm-pc4; vb-pc4,pm-tf44-pc4,pm-finot-pc4; pm-tf11-pc4,,pm-pc4; vb-pc4,pm-pc4; vb-pc4,,pm-gbm3-pc4; pm-mpt-pc4,,pm-pc4; vb-pc4,pm-pc4; vb-pc4,pm-pc4,pc4,,
pm-pc103; vb-pc103,pm-pc7; vb-pc7,,,pm-pc5; vb-pc5,,pm-pc5,,pm-pc5,pm-pc4; vb-pc4,pm-pc5; vb-pc5,pm-pc9; vb-pc9,pm-2-pc9; pm-pc9; vb-pc9,,,pm-dh-pc5,pm-2-pc5; pm-pc5; vb-pc5,,pm-finot-pc5; pm-tf11-pc5,,pm-pc5; vb-pc5,pm-pc5; vb-pc5,,pm-gbm3-pc5; pm-mpt-pc7,,pm-pc5; vb-pc5,pm-pc5; vb-pc5,pm-pc5,pc5,,
pm-pc100; vb-pc100,pm-pc4; vb-pc4,,pm-pc6; vb-pc6,pm-pc6; vb-pc6,,pm-pc6,vb-pc6,pm-pc6,pm-pc6; vb-pc6,pm-pc6; vb-pc6,pm-pc6; vb-pc6,pm-2-pc6; pm-pc6; vb-pc6,,,pm-dh-pc6; pm-pc5; vb-pc5,pm-2-pc6; pm-pc6; vb-pc6,pm-tf3215-pc5; pm-tf44-pc5,pm-finot-pc6; pm-tf11-pc6,,pm-pc6; vb-pc6,pm-pc6; vb-pc6,,pm-gbm3-pc6; pm-mpt-pc8,,pm-pc6; vb-pc6,pm-pc6; vb-pc6,pm-pc6,pc6,,
pm-pc104; vb-pc104,pm-pc8; vb-pc8; vb-pj4~,,pm-pc7; vb-pc7,pm-pc7; vb-pc7,,pm-pc7,vb-pc7,pm-pc7,pm-pc8; vb-pc8,pm-pc8; vb-pc8,pm-pc8; vb-pc8,pm-2-pc8; pm-pc8; vb-pc8,,,pm-dh-pc7; pm-pc6; vb-pc6,pm-2-pc7; pm-pc7; vb-pc7,pm-tf44-pc6,pm-finot-pc7; pm-tf11-pc7,,pm-pc8; vb-pc8,pm-pc7; vb-pc7,,pm-gbm3-pc8; pm-mpt-pc6,,pm-pc8; vb-pc8,pm-pc7; vb-pc7,pm-pc7,pc7,,
pm-pc105; vb-pc105,pm-pc9; vb-pc9,,pm-pc8; vb-pc8,pm-pc8; vb-pc8,,pm-pc8,vb-pc8,pm-pc8,pm-pc9; vb-pc9,pm-pc9; vb-pc9,pm-pc7; vb-pc7,pm-2-pc7; pm-pc7; vb-pc7,,,pm-dh-pc8; pm-pc7; vb-pc7,pm-2-pc8; pm-pc8; vb-pc8,pm-tf44-pc7,pm-finot-pc8; pm-tf11-pc8,,pm-pc7; vb-pc7,pm-pc8; vb-pc8,,pm-gbm3-pc7; pm-mpt-pc5,,pm-pc7; vb-pc7,pm-pc8; vb-pc8,pm-pc8,pc8,,
pm-pc159; vb-pc159,pm-pc81; vb-pc81,,pm-pc9; vb-pc9,pm-pc9; vb-pc9,,pm-pc9,vb-pc9,pm-pc9,pm-pc62; vb-pc62,pm-pc80; vb-pc80,pm-pc58; vb-pc58,pm-2-pc74; pm-pc74; vb-pc74,,,pm-dh-pc9; pm-pc8; vb-pc8,pm-2-pc9; pm-pc9; vb-pc9,,pm-finot-pc9; pm-tf11-pc9,,pm-pc9; vb-pc9,pm-pc9; vb-pc9,,pm-gbm3-pc9; pm-mpt-pc9,,pm-pc9; vb-pc9,pm-pc9; vb-pc9,pm-pc9,pc9,,
pm-pc150; vb-pc150,pm-pc72; vb-pc72,,pm-pc10; vb-pc10,pm-pc10; vb-pc10,,pm-pc10,vb-pc10,pm-pc10,pm-pc10; vb-pc10,pm-pc10; vb-pc10,pm-pc56; vb-pc56,pm-2-pc72; pm-pc72; vb-pc72,,,pm-dh-pc10; pm-pc9; vb-pc9,pm-2-pc10; pm-pc10; vb-pc10,,pm-finot-pc10; pm-tf11-pc10,,pm-pc10; vb-pc10,pm-pc10; vb-pc10,,pm-gbm3-pc10; pm-mpt-pc10,,pm-pc10; vb-pc10,pm-pc10; vb-pc10,pm-pc10,pc11,,
pm-pc107; vb-pc107,pm-pc11; vb-pc11,,pm-pc11; vb-pc11,pm-pc11; vb-pc11,,pm-pc11,vb-pc11,pm-pc11,pm-pc11; vb-pc11,pm-pc11; vb-pc11,pm-pc11; vb-pc11,pm-2-pc11; pm-pc11; vb-pc11,,,pm-dh-pc11; pm-pc10; vb-pc10,pm-2-pc11; pm-pc11; vb-pc11,,pm-finot-pc11; pm-tf11-pc11,,pm-pc11; vb-pc11,pm-pc11; vb-pc11,,pm-gbm3-pc11; pm-mpt-pc11,,pm-pc11; vb-pc11,pm-pc11; vb-pc11,pm-pc11,pc12,,
pm-pc108; vb-pc108,pm-pc12; vb-pc12,,pm-pc12; vb-pc12,pm-pc13; vb-pc13,,pm-pc12,vb-pc12,pm-pc12,pm-pc12; vb-pc12,pm-pc12; vb-pc12,pm-pc12; vb-pc12,pm-2-pc12; pm-pc12; vb-pc12,,,pm-dh-pc13; pm-pc12; vb-pc12,pm-2-pc13; pm-pc13; vb-pc13,,pm-finot-pc13; pm-tf11-pc13,,pm-pc13; vb-pc13,pm-pc13; vb-pc13,,pm-gbm3-pc13; pm-mpt-pc13,,pm-pc13; vb-pc13,pm-pc13; vb-pc13,pm-pc12,pc14,,
pm-pc109; vb-pc109,pm-pc13; vb-pc13,,pm-pc13; vb-pc13,pm-pc12; vb-pc12,,pm-pc13,vb-pc13,pm-pc13,pm-pc13; vb-pc13,pm-pc13; vb-pc13,pm-pc13; vb-pc13,pm-2-pc13; pm-pc13; vb-pc13,,,pm-dh-pc12; pm-pc11; vb-pc11,pm-2-pc12; pm-pc12; vb-pc12,,pm-finot-pc12; pm-tf11-pc12,,pm-pc12; vb-pc12,pm-pc12; vb-pc12,,pm-gbm3-pc12; pm-mpt-pc12,,pm-pc12; vb-pc12,pm-pc12; vb-pc12,pm-pc13,pc13,,
pm-pc110; vb-pc110,pm-pc14; vb-pc14,,pm-pc14; vb-pc14,pm-pc14; vb-pc14,,pm-pc14,vb-pc14,pm-pc14,pm-pc14; vb-pc14,pm-pc14; vb-pc14,pm-pc14; vb-pc14,pm-2-pc14; pm-pc14; vb-pc14,,,pm-dh-pc14; pm-pc13; vb-pc13,pm-2-pc14; pm-pc14; vb-pc14,,pm-finot-pc14; pm-tf11-pc14,,pm-pc14; vb-pc14,pm-pc14; vb-pc14,,pm-gbm3-pc14; pm-mpt-pc14,,pm-pc14; vb-pc14,pm-pc14; vb-pc14,pm-pc14,pc15,,
pm-pc111; vb-pc111,pm-pc15; vb-pc15,,pm-pc15; vb-pc15,pm-pc15; vb-pc15,,pm-pc15,vb-pc15,pm-pc15,pm-pc15; vb-pc15,pm-pc15; vb-pc15,pm-pc15; vb-pc15,pm-2-pc15; pm-pc15; vb-pc15,,,pm-pc14; vb-pc14,pm-2-pc15; pm-pc15; vb-pc15,,pm-finot-pc15; pm-tf11-pc15,,pm-pc15; vb-pc15,pm-pc15; vb-pc15,,pm-gbm3-pc15; pm-mpt-pc15,,pm-pc15; vb-pc15,pm-pc15; vb-pc15,pm-pc15,pc16,,
pm-pc113; vb-pc113,pm-pc17; vb-pc17,,pm-pc16; vb-pc16,pm-pc17; vb-pc17,,pm-pc16,vb-pc16,pm-pc16,pm-pc16; vb-pc16,pm-pc16; vb-pc16,pm-pc17; vb-pc17,pm-2-pc17; pm-pc17; vb-pc17,,,pm-dh-pc15; pm-pc15; vb-pc15,pm-2-pc16; pm-pc16; vb-pc16,,pm-finot-pc16; pm-tf11-pc16,,,pm-pc16; vb-pc16,,pm-gbm3-pc16; pm-mpt-pc16,,,pm-pc16; vb-pc16,pm-pc16,pc17,,
pm-pc112; vb-pc112,pm-pc16; vb-pc16,,pm-pc17; vb-pc17,pm-pc16; vb-pc16,,pm-pc17,vb-pc17,pm-pc17,pm-pc17; vb-pc17,pm-pc17; vb-pc17,pm-pc16; vb-pc16,pm-2-pc16; pm-pc16; vb-pc16,,,pm-dh-pc16; pm-pc16; vb-pc16,pm-2-pc17; pm-pc17; vb-pc17,,pm-finot-pc17; pm-tf11-pc17,,pm-pc16; vb-pc16,pm-pc17; vb-pc17,,pm-gbm3-pc17; pm-mpt-pc17,,pm-pc16; vb-pc16,pm-pc17; vb-pc17,pm-pc17,pc18,,
pm-pc114; vb-pc114,pm-pc18; vb-pc18,,pm-pc18; vb-pc18,pm-pc18; vb-pc18,,pm-pc18,vb-pc18,pm-pc18,pm-pc18; vb-pc18,pm-pc18; vb-pc18,pm-pc18; vb-pc18,pm-2-pc18; pm-pc18; vb-pc18,,,pm-dh-pc17; pm-pc17; vb-pc17,pm-2-pc18; pm-pc18; vb-pc18,,pm-finot-pc18; pm-tf11-pc18,,pm-pc17; vb-pc17,pm-pc18; vb-pc18,,pm-gbm3-pc18; pm-mpt-pc18,,pm-pc17; vb-pc17,pm-pc18; vb-pc18,pm-pc18,pc19,,
pm-pc116; vb-pc116,pm-pc20; vb-pc20,,pm-pc19; vb-pc19,pm-pc19; vb-pc19,,pm-pc19,vb-pc19,pm-pc19,pm-pc19; vb-pc19,pm-pc20; vb-pc20,pm-pc19; vb-pc19,pm-2-pc19; pm-pc19; vb-pc19,,,pm-dh-pc18; pm-pc18; vb-pc18,pm-2-pc20; pm-pc19; vb-pc19,,pm-finot-pc19; pm-tf11-pc19,,pm-pc18; vb-pc18,pm-pc19; vb-pc19,,pm-gbm3-pc19; pm-mpt-pc19,,pm-pc18; vb-pc18,pm-pc19; vb-pc19,pm-pc19,pc20,,
pm-pc115; vb-pc115,pm-pc19; vb-pc19,,,pm-pc20; vb-pc20,,pm-pc20,,pm-pc20,,pm-pc19; vb-pc19,pm-pc20; vb-pc20,pm-2-pc20; pm-pc20; vb-pc20,,,,pm-2-pc19; pm-pc20; vb-pc20,,pm-finot-pc20; pm-tf11-pc20,,pm-pc19; vb-pc19,pm-pc20; vb-pc20,,pm-gbm3-pc20; pm-mpt-pc20,,pm-pc19; vb-pc19,pm-pc20; vb-pc20,pm-pc20,pc21,,
,pm-pc21; vb-pc21,,,pm-pc21; vb-pc21,,pm-pc21,,pm-pc21,,pm-pc21; vb-pc21,,pm-2-pc21; pm-pc21; vb-pc21,,,,pm-2-pc21; pm-pc21; vb-pc21,,pm-finot-pc21; pm-tf11-pc21,,,pm-pc21; vb-pc21,,pm-gbm3-pc21; pm-mpt-pc21,,,pm-pc21; vb-pc21,pm-pc21,pc22,,
,pm-pc22; vb-pc22,,,pm-pc22; vb-pc22,,pm-pc22,,pm-pc22,,pm-pc22; vb-pc22,,pm-2-pc22; pm-pc22; vb-pc22,,,,pm-2-pc22; pm-pc22; vb-pc22,,pm-finot-pc22; pm-tf11-pc22,,,pm-pc22; vb-pc22,,pm-gbm3-pc22; pm-mpt-pc22,,,pm-pc22; vb-pc22,pm-pc22,pc23,,
,pm-pc23; vb-pc23,,,pm-pc23; vb-pc23,,pm-pc23,,pm-pc23,,pm-pc23; vb-pc23,,,,,,,,,,,,,,,,,pm-pc23,pc24,,
,pm-pc24; vb-pc24,,,pm-pc24; vb-pc24,,pm-pc24,,pm-pc24,,pm-pc24; vb-pc24,,pm-2-pc23; pm-pc23; vb-pc23,,,,pm-2-pc23; pm-pc23; vb-pc23,,pm-finot-pc23; pm-tf11-pc23,,,pm-pc23; vb-pc23,,pm-gbm3-pc23; pm-mpt-pc23,,,pm-pc23; vb-pc23,pm-pc24,pc25,,
,pm-pc30; vb-pc30,,pm-pc120; vb-pc120,pm-pc25; vb-pc25,,pm-pc25,vb-pc120,pm-pc25,pm-pc75; vb-pc75,pm-pc25; vb-pc25,,pm-2-pc26; pm-pc26; vb-pc26,,,pm-dh-pc79; pm-pc80; vb-pc80,pm-2-pc26; pm-pc28; vb-pc28,,pm-finot-pc28; pm-tf11-pc28,,pm-pc82; vb-pc82,pm-pc28; vb-pc29,,pm-mpt-pc28,,pm-pc99; vb-pc99,pm-pc28; vb-pc28,,pc30,,
,pm-pc27; vb-pc27,,,pm-pc26; vb-pc26,,pm-pc26,,pm-pc26,,pm-pc28; vb-pc28,,pm-2-pc30; pm-pc30; vb-pc30,,,,pm-2-pc70; pm-pc70; vb-pc70,,pm-finot-pc24; pm-tf11-pc24,,,pm-pc70; vb-pc26,,pm-gbm3-pc26; pm-mpt-pc26,,,pm-pc26; vb-pc26,pm-pc27,pc26,,
,pm-pc28; vb-pc28,,,pm-pc27; vb-pc27,,pm-pc27,,pm-pc27,,pm-pc29; vb-pc29,,pm-2-pc28; pm-pc28; vb-pc28,,,,pm-2-pc25; pm-pc25; vb-pc25,,pm-finot-pc25; pm-tf11-pc25,,,pm-pc25; vb-pc27,,pm-gbm3-pc27; pm-mpt-pc27,,,pm-pc27; vb-pc27,pm-pc28,pc27,,
,pm-pc25; vb-pc25,,,pm-pc28; vb-pc28,,pm-pc28,,pm-pc28,,pm-pc26; vb-pc26,,pm-2-pc24; pm-pc24; vb-pc24,,,,pm-2-pc27; pm-pc26; vb-pc26,,pm-finot-pc26; pm-tf11-pc27,,,pm-pc26; vb-pc24,,pm-gbm3-pc24; pm-mpt-pc24,,,pm-pc24; vb-pc24,pm-pc25,pc28,,
,pm-pc26; vb-pc26,,,pm-pc29; vb-pc29,,pm-pc29,,pm-pc29,,pm-pc27; vb-pc27,,pm-2-pc25; pm-pc25; vb-pc25,,,,pm-2-pc28; pm-pc27; vb-pc27,,pm-finot-pc27; pm-tf11-pc26,,,pm-pc27; vb-pc25,,pm-gbm3-pc25; pm-mpt-pc25,,,pm-pc25; vb-pc25,pm-pc26,pc29,,
,pm-pc29; vb-pc29,,,pm-pc30; vb-pc30,,pm-pc30,,pm-pc30,,pm-pc30; vb-pc30,,pm-2-pc29; pm-pc29; vb-pc29,,,,pm-2-pc30; pm-pc30; vb-pc30,,pm-finot-pc30; pm-tf11-pc30,,,pm-pc30; vb-pc30,,pm-gbm3-pc30; pm-mpt-pc30,,,pm-pc30; vb-pc30,pm-pc30,pc32,,
pm-pc117; vb-pc117,pm-pc31; vb-pc31,,pm-pc21; vb-pc21,pm-pc31; vb-pc31,,pm-pc31,vb-pc21,pm-pc31,pm-pc22; vb-pc22,pm-pc33; vb-pc33,pm-pc21; vb-pc21,pm-2-pc31; pm-pc31; vb-pc31,,,pm-dh-pc20; pm-pc20; vb-pc20,pm-2-pc32; pm-pc32; vb-pc32,,pm-finot-pc32; pm-tf11-pc32,,pm-pc20; vb-pc20,pm-pc32; vb-pc32,,pm-gbm3-pc32; pm-mpt-pc32,,pm-pc20; vb-pc20,pm-pc32; vb-pc32,pm-pc32,pc34,,
,pm-pc33; vb-pc33,,pm-pc22; vb-pc22,pm-pc32; vb-pc32,,pm-pc32,vb-pc22,pm-pc32,pm-pc20; vb-pc20,pm-pc31; vb-pc31,,pm-2-pc32; pm-pc32; vb-pc32,,,,pm-2-pc31; pm-pc31; vb-pc31,,pm-finot-pc31; pm-tf11-pc31,,,pm-pc31; vb-pc31,,pm-gbm3-pc31; pm-mpt-pc31,,,pm-pc31; vb-pc31,pm-pc31,pc33,,
,pm-pc35; vb-pc35,22#53~; 22#61~,,pm-pc33; vb-pc33,,pm-pc33,,pm-pc33,pm-pc24; vb-pc24,pm-pc35; vb-pc35,,pm-2-pc35; pm-pc35; vb-pc35,,,,pm-2-pc34; pm-pc34; vb-pc34,,pm-finot-pc34; pm-tf11-pc34,,pm-pc22; vb-pc22,pm-pc34; vb-pc34,,pm-gbm2-pc34; pm-gbm3-pc34; pm-mpt-pc34,,pm-pc22; vb-pc22,pm-pc34; vb-pc34,pm-pc34,pc36,qizil-pc34,
,pm-pc36; vb-pc36,,pm-pc24; vb-pc24,pm-pc34; vb-pc34,,pm-pc34,vb-pc24,pm-pc34,pm-pc25; vb-pc25,pm-pc36; vb-pc36,,pm-2-pc36; pm-pc36; vb-pc36,,,,pm-2-pc35; pm-pc35; vb-pc35,,pm-finot-pc35; pm-tf11-pc35,,pm-pc23; vb-pc23,pm-pc35; vb-pc35,,pm-gbm2-pc35; pm-gbm3-pc35; pm-mpt-pc35,,pm-pc23; vb-pc23,pm-pc35; vb-pc35,pm-pc35,pc37,qizil-pc35,
